City,State,Year,Zipcode_x,AvrgCommute,AvrgIncome,Zipcode_y,Avrg_HomeValue,MedianMonthly_HC,Zipcode,Number
Albany,New York,2015,2000,24.94924339953148,37055.15663124082,1000,172600.0,908.0,1000,36
Albany,New York,2016,2000,22.493045675578113,38705.64227282968,1000,183200.0,953.0,1000,36
Albany,New York,2017,2000,22.139334208431066,43151.66505389958,1000,177100.0,1023.0,1000,36
Albuquerque,New Mexico,2013,4000,25.120065146059698,40822.04534668855,2000,183400.0,900.0,2000,35
Albuquerque,New Mexico,2014,4000,25.280439061500005,43741.04419273112,2000,185000.0,918.0,2000,35
Albuquerque,New Mexico,2015,4000,25.57372116756862,43663.62446247408,2000,189200.0,923.0,2000,35
Albuquerque,New Mexico,2016,4000,26.22123668046861,45451.90650261045,2000,191600.0,895.0,2000,35
Albuquerque,New Mexico,2017,4000,26.52860766006021,46369.813177714765,2000,196900.0,929.0,2000,35
Alexandria,Virginia,2013,2000,38.04605891176872,77645.42820021881,1000,462500.0,1675.0,1000,51
Alexandria,Virginia,2014,2000,38.89622725353834,79982.04521753619,1000,520300.0,1678.0,1000,51
Alexandria,Virginia,2015,2000,37.791661716260734,77084.81724872476,1000,541700.0,1777.0,1000,51
Alexandria,Virginia,2016,2000,39.8876955817005,83319.27459032423,1000,578500.0,1733.0,1000,51
Alexandria,Virginia,2017,2000,38.79343007494817,85662.44702058301,1000,573200.0,1810.0,1000,51
Alhambra,California,2013,1768,36.4465813073454,47552.1396697487,884,480800.0,1265.0,884,6
Alhambra,California,2014,1768,37.699336409352476,44805.077719071574,884,517700.0,1208.0,884,6
Alhambra,California,2015,1768,37.1668826637424,50884.553385650215,884,562500.0,1263.0,884,6
Alhambra,California,2016,1768,38.613929735417145,46949.67811462167,884,585500.0,1335.0,884,6
Alhambra,California,2017,1768,38.0829628157679,53681.516735256766,884,597200.0,1356.0,884,6
Allen,Texas,2013,3848,31.38684898179852,63552.69085783251,1924,204400.0,1478.0,1924,48
Allen,Texas,2014,3848,31.666236786469344,75643.74293708327,1924,233700.0,1635.0,1924,48
Allen,Texas,2015,3848,35.104474430304194,70847.70710729645,1924,262900.0,1579.0,1924,48
Allen,Texas,2016,3848,34.9733351350134,76763.24435048975,1924,292900.0,1670.0,1924,48
Allen,Texas,2017,3848,37.59161579854096,80596.91358179314,1924,322400.0,1704.0,1924,48
